144# Number of sensors
#x	z
16	32	15	31	64.61	0.0301548
16	32	31	14	-42.51	0.0302352
16	32	14	30	22.81	0.0304384
16	32	30	13	-19.01	0.030526
16	32	13	29	12.4	0.0308065
16	32	29	12	-11.17	0.0308953
16	32	12	28	8.51	0.0311751
16	32	28	11	-6.8	0.0314706
16	32	11	27	5.27	0.0318975
16	32	27	10	-3.48	0.0328736
16	32	10	26	2.82	0.0335461
16	32	26	9	-2.09	0.0347847
16	32	9	25	1.73	0.0357803
16	32	25	8	-1.38	0.0372464
16	32	8	24	1.17	0.038547
16	32	24	7	-0.96	0.0404167
15	31	14	30	74.72	0.0301338
15	31	30	13	-60.54	0.0301652
15	31	13	29	36.69	0.0302726
15	31	29	12	-33.4	0.0302994
15	31	12	28	24.97	0.0304005
15	31	28	11	-19.47	0.0305136
15	31	11	27	15.59	0.0306414
15	31	27	10	-9.6	0.0310417
15	31	10	26	7.07	0.0314144
15	31	26	9	-4.93	0.0320284
15	31	9	25	4.06	0.0324631
15	31	25	8	-3.09	0.0332362
15	31	8	24	2.6	0.0338462
15	31	24	7	-2.06	0.0348544
15	31	7	23	1.77	0.0356497
15	31	23	6	-1.46	0.0368493
14	30	13	29	87.43	0.0301144
14	30	29	12	-78.56	0.0301273
14	30	12	28	54.24	0.0301844
14	30	28	11	-42.06	0.0302378
14	30	11	27	32.76	0.0303053
14	30	27	10	-19.38	0.030516
14	30	10	26	15.25	0.0306557
14	30	26	9	-10.33	0.0309681
14	30	9	25	7.26	0.0313774
14	30	25	8	-5.38	0.0318587
14	30	8	24	4.48	0.0322321
14	30	24	7	-3.48	0.0328736
14	30	7	23	2.95	0.0333898
14	30	23	6	-2.39	0.0341841
14	30	6	22	2.08	0.0348077
14	30	22	5	-1.68	0.0359524
13	29	12	28	92.85	0.0301077
13	29	28	11	-73.55	0.030136
13	29	11	27	47.38	0.0302111
13	29	27	10	-31.73	0.0303152
13	29	10	26	22.24	0.0304496
13	29	26	9	-16.21	0.0306169
13	29	9	25	12.17	0.0308217
13	29	25	8	-9.51	0.0310515
13	29	8	24	6.43	0.0315552
13	29	24	7	-5.19	0.0319268
13	29	7	23	4.17	0.0323981
13	29	23	6	-3.5	0.0328571
13	29	6	22	2.89	0.0334602
13	29	22	5	-2.41	0.0341494
13	29	5	21	2.07	0.0348309
13	29	21	4	-1.85	0.0354054
12	28	11	27	85.02	0.0301176
12	28	27	10	-62.38	0.0301603
12	28	10	26	36.41	0.0302746
12	28	26	9	-28	0.0303571
12	28	9	25	19.06	0.0305247
12	28	25	8	-15.34	0.0306519
12	28	8	24	11.16	0.0308961
12	28	24	7	-9.22	0.0310846
12	28	7	23	6.14	0.0316287
12	28	23	6	-5.24	0.0319084
12	28	6	22	4.12	0.0324272
12	28	22	5	-3.52	0.0328409
12	28	5	21	2.89	0.0334602
12	28	21	4	-2.62	0.0338168
12	28	4	20	2.21	0.0345249
12	28	20	3	-2.08	0.0348077
11	27	10	26	86.51	0.0301156
11	27	26	9	-62.95	0.0301589
11	27	9	25	38.16	0.0302621
11	27	25	8	-29.7	0.0303367
11	27	8	24	20.24	0.0304941
11	27	24	7	-16.3	0.0306135
11	27	7	23	11.86	0.0308432
11	27	23	6	-9.94	0.031006
11	27	6	22	6.6	0.0315152
11	27	22	5	-5.5	0.0318182
11	27	5	21	4.42	0.0322624
11	27	21	4	-3.96	0.0325253
11	27	4	20	3.27	0.0330581
11	27	20	3	-3.05	0.0332787
11	27	3	19	2.74	0.0336496
11	27	19	2	-2.57	0.0338911
10	26	9	25	96.63	0.0301035
10	26	25	8	-69.51	0.0301439
10	26	8	24	42.67	0.0302344
10	26	24	7	-32.63	0.0303065
10	26	7	23	22.51	0.0304442
10	26	23	6	-18.15	0.030551
10	26	6	22	13.45	0.0307435
10	26	22	5	-10.74	0.0309311
10	26	5	21	7.34	0.0313624
10	26	21	4	-6.4	0.0315625
10	26	4	20	5.21	0.0319194
10	26	20	3	-4.79	0.0320877
10	26	3	19	4.27	0.0323419
10	26	19	2	-3.97	0.0325189
10	26	2	18	3.77	0.0326525
10	26	18	1	-3.48	0.0328736
9	25	8	24	101.58	0.0300984
9	25	24	7	-72.73	0.0301375
9	25	7	23	44.83	0.0302231
9	25	23	6	-34.71	0.0302881
9	25	6	22	24.26	0.0304122
9	25	22	5	-18.45	0.030542
9	25	5	21	13.89	0.0307199
9	25	21	4	-11.86	0.0308432
9	25	4	20	8.12	0.0312315
9	25	20	3	-7.35	0.0313605
9	25	3	19	6.46	0.031548
9	25	19	2	-5.96	0.0316779
9	25	2	18	5.61	0.0317825
9	25	18	1	-5.13	0.0319493
9	25	1	17	4.82	0.0320747
8	24	7	23	106.15	0.0300942
8	24	23	6	-77.16	0.0301296
8	24	6	22	48.62	0.0302057
8	24	22	5	-34.61	0.0302889
8	24	5	21	24.34	0.0304108
8	24	21	4	-20.19	0.0304953
8	24	4	20	15.09	0.0306627
8	24	20	3	-13.46	0.0307429
8	24	3	19	9.96	0.031004
8	24	19	2	-9.1	0.0310989
8	24	2	18	8.48	0.0311792
8	24	18	1	-7.65	0.0313072
8	24	1	17	7.12	0.0314045
7	23	6	22	116.93	0.0300855
7	23	22	5	-76.71	0.0301304
7	23	5	21	47.51	0.0302105
7	23	21	4	-38.1	0.0302625
7	23	4	20	26.05	0.0303839
7	23	20	3	-22.73	0.0304399
7	23	3	19	18.86	0.0305302
7	23	19	2	-17.05	0.0305865
7	23	2	18	13.59	0.0307358
7	23	18	1	-12.05	0.0308299
7	23	1	17	11.07	0.0309033
6	22	1	17	16.83	0.0305942
3	19	2	18	266.08	0.0300376
3	19	18	1	-186.55	0.0300536
3	19	1	17	138.87	0.030072
2	18	1	17	780.71	0.0300128
32	48	31	47	63.65	0.0301571
32	48	47	30	-44.44	0.030225
32	48	30	46	28.36	0.0303526
32	48	46	29	-21.71	0.0304606
32	48	29	45	13.09	0.0307639
32	48	45	28	-10.41	0.0309606
32	48	28	44	6.95	0.0314388
32	48	44	27	-5.62	0.0317794
32	48	27	43	3.88	0.0325773
32	48	43	26	-3.19	0.0331348
32	48	26	42	2.42	0.0341322
32	48	42	25	-2.07	0.0348309
32	48	25	41	1.62	0.0361728
32	48	41	24	-1.41	0.0370922
32	48	24	40	1.12	0.0389286
32	48	40	23	-0.99	0.040101
31	47	30	46	87.81	0.0301139
31	47	46	29	-63.74	0.0301569
31	47	29	45	35.85	0.0302789
31	47	45	28	-27.41	0.0303648
31	47	28	44	17.54	0.0305701
31	47	44	27	-13.72	0.0307289
31	47	27	43	9.61	0.0310406
31	47	43	26	-7.67	0.0313038
31	47	26	42	5.09	0.0319646
31	47	42	25	-4.24	0.0323585
31	47	25	41	3.26	0.0330675
31	47	41	24	-2.76	0.0336232
31	47	24	40	2.17	0.0346083
31	47	40	23	-1.87	0.0353476
31	47	23	39	1.51	0.0366225
31	47	39	22	-1.32	0.0375758
30	46	29	45	85.86	0.0301165
30	46	45	28	-61.26	0.0301632
30	46	28	44	36.45	0.0302743
30	46	44	27	-27.19	0.0303678
30	46	27	43	18.45	0.030542
30	46	43	26	-14.22	0.0307032
30	46	26	42	10.36	0.0309653
30	46	42	25	-8.38	0.0311933
30	46	25	41	5.75	0.0317391
30	46	41	24	-4.73	0.0321142
30	46	24	40	3.71	0.0326954
30	46	40	23	-3.11	0.0332154
30	46	23	39	2.51	0.0339841
30	46	39	22	-2.15	0.0346512
30	46	22	38	1.79	0.0355866
30	46	38	21	-1.57	0.0363694
29	45	28	44	91.63	0.0301091
29	45	44	27	-65.12	0.0301536
29	45	27	43	38.89	0.0302571
29	45	43	26	-29.21	0.0303423
29	45	26	42	19.85	0.0305038
29	45	42	25	-15.79	0.0306333
29	45	25	41	11.47	0.0308718
29	45	41	24	-9.32	0.031073
29	45	24	40	6.37	0.0315699
29	45	40	23	-5.29	0.0318904
29	45	23	39	4.14	0.0324155
29	45	39	22	-3.52	0.0328409
29	45	22	38	2.87	0.0334843
29	45	38	21	-2.5	0.034
29	45	21	37	2.1	0.0347619
29	45	37	20	-1.85	0.0354054
28	44	27	43	94.42	0.0301059
28	44	43	26	-67.83	0.0301474
28	44	26	42	40.32	0.030248
28	44	42	25	-31.3	0.0303195
28	44	25	41	21.13	0.0304733
28	44	41	24	-16.89	0.0305921
28	44	24	40	12.17	0.0308217
28	44	40	23	-9.96	0.031004
28	44	23	39	6.76	0.0314793
28	44	39	22	-5.66	0.0317668
28	44	22	38	4.5	0.0322222
28	44	38	21	-3.88	0.0325773
28	44	21	37	3.19	0.0331348
28	44	37	20	-2.8	0.0335714
28	44	20	36	2.35	0.0342553
28	44	36	19	-2.17	0.0346083
27	43	26	42	95.74	0.0301044
27	43	42	25	-70.91	0.030141
27	43	25	41	42.2	0.030237
27	43	41	24	-32.59	0.0303068
27	43	24	40	22.01	0.0304543
27	43	40	23	-17.55	0.0305698
27	43	23	39	12.72	0.0307862
27	43	39	22	-10.42	0.0309597
27	43	22	38	7.25	0.0313793
27	43	38	21	-6.13	0.0316313
27	43	21	37	4.93	0.0320284
27	43	37	20	-4.25	0.0323529
27	43	20	36	3.51	0.032849
27	43	36	19	-3.22	0.0331056
27	43	19	35	2.85	0.0335088
27	43	35	18	-2.7	0.0337037
26	42	25	41	99.91	0.0301001
26	42	41	24	-72.61	0.0301377
26	42	24	40	43.55	0.0302296
26	42	40	23	-33.33	0.0303
26	42	23	39	22.7	0.0304405
26	42	39	22	-18.03	0.0305546
26	42	22	38	13.39	0.0307468
26	42	38	21	-11.05	0.030905
26	42	21	37	7.79	0.0312837
26	42	37	20	-6.56	0.0315244
26	42	20	36	5.28	0.0318939
26	42	36	19	-4.76	0.0321008
26	42	19	35	4.17	0.0323981
26	42	35	18	-3.93	0.0325445
26	42	18	34	3.69	0.03271
26	42	34	17	-3.47	0.0328818
25	41	24	40	103.08	0.030097
25	41	40	23	-74.66	0.0301339
25	41	23	39	44.89	0.0302228
25	41	39	22	-34.38	0.0302909
25	41	22	38	23.85	0.0304193
25	41	38	21	-19.21	0.0305206
25	41	21	37	14.38	0.0306954
25	41	37	20	-11.81	0.0308467
25	41	20	36	8.15	0.031227
25	41	36	19	-7.24	0.0313812
25	41	19	35	6.19	0.0316155
25	41	35	18	-5.78	0.0317301
25	41	18	34	5.39	0.0318553
25	41	34	17	-5.03	0.0319881
25	41	17	33	4.87	0.0320534
24	40	23	39	105.66	0.0300946
24	40	39	22	-76.74	0.0301303
24	40	22	38	47.12	0.0302122
24	40	38	21	-36.71	0.0302724
24	40	21	37	25.58	0.0303909
24	40	37	20	-20.37	0.0304909
24	40	20	36	14.83	0.0306743
24	40	36	19	-12.92	0.030774
24	40	19	35	9.52	0.0310504
24	40	35	18	-8.81	0.0311351
24	40	18	34	8.09	0.0312361
24	40	34	17	-7.48	0.0313369
24	40	17	33	7.18	0.0313928
23	39	22	38	115.43	0.0300866
23	39	38	21	-85.77	0.0301166
23	39	21	37	52.39	0.0301909
23	39	37	20	-40.02	0.0302499
23	39	20	36	26.32	0.0303799
23	39	36	19	-22.44	0.0304456
23	39	19	35	17.56	0.0305695
23	39	35	18	-16.05	0.0306231
23	39	18	34	12.8	0.0307813
23	39	34	17	-11.71	0.030854
23	39	17	33	11.05	0.030905
22	38	21	37	126.78	0.0300789
22	38	37	20	-91	0.0301099
22	38	20	36	50.59	0.0301977
22	38	36	19	-41.69	0.0302399
22	38	19	35	30.09	0.0303323
22	38	35	18	-27.08	0.0303693
22	38	18	34	23.75	0.0304211
22	38	34	17	-21.25	0.0304706
22	38	17	33	17.51	0.0305711
21	37	20	36	114.58	0.0300873
21	37	36	19	-87.32	0.0301145
21	37	19	35	54.41	0.0301838
21	37	35	18	-47.42	0.0302109
21	37	18	34	40.01	0.0302499
21	37	34	17	-35.22	0.0302839
21	37	17	33	31.91	0.0303134
18	34	17	33	404.74	0.0300247
48	64	47	63	59.24	0.0301688
48	64	63	46	-43.54	0.0302297
48	64	46	62	26.68	0.0303748
48	64	62	45	-17.99	0.0305559
48	64	45	61	12.36	0.0308091
48	64	61	44	-8.94	0.0311186
48	64	44	60	6.56	0.0315244
48	64	60	43	-5.05	0.0319802
48	64	43	59	3.64	0.0327473
48	64	59	42	-2.9	0.0334483
48	64	42	58	2.27	0.0344053
48	64	58	41	-1.86	0.0353763
48	64	41	57	1.5	0.0366667
48	64	57	40	-1.26	0.0379365
48	64	40	56	1.03	0.0397087
48	64	56	39	-0.87	0.0414943
47	63	46	62	81.38	0.0301229
47	63	62	45	-53.11	0.0301883
47	63	45	61	32.97	0.0303033
47	63	61	44	-23.08	0.0304333
47	63	44	60	16.1	0.0306211
47	63	60	43	-12.1	0.0308264
47	63	43	59	8.8	0.0311364
47	63	59	42	-6.89	0.0314514
47	63	42	58	4.71	0.0321231
47	63	58	41	-3.77	0.0326525
47	63	41	57	2.96	0.0333784
47	63	57	40	-2.44	0.0340984
47	63	40	56	1.96	0.035102
47	63	56	39	-1.63	0.036135
47	63	39	55	1.35	0.0374074
47	63	55	38	-1.15	0.0386957
46	62	45	61	80.93	0.0301236
46	62	61	44	-55.83	0.0301791
46	62	44	60	34.06	0.0302936
46	62	60	43	-25.36	0.0303943
46	62	43	59	17.17	0.0305824
46	62	59	42	-13.39	0.0307468
46	62	42	58	9.67	0.0310341
46	62	58	41	-7.74	0.031292
46	62	41	57	5.28	0.0318939
46	62	57	40	-4.34	0.0323041
46	62	40	56	3.34	0.032994
46	62	56	39	-2.79	0.0335842
46	62	39	55	2.23	0.0344843
46	62	55	38	-1.92	0.0352083
46	62	38	54	1.57	0.0363694
46	62	54	37	-1.4	0.0371429
45	61	44	60	86.86	0.0301151
45	61	60	43	-60.43	0.0301655
45	61	43	59	36.64	0.0302729
45	61	59	42	-27.28	0.0303666
45	61	42	58	18.74	0.0305336
45	61	58	41	-14.5	0.0306897
45	61	41	57	10.6	0.0309434
45	61	57	40	-8.48	0.0311792
45	61	40	56	5.86	0.0317065
45	61	56	39	-4.77	0.0320964
45	61	39	55	3.76	0.0326596
45	61	55	38	-3.16	0.0331646
45	61	38	54	2.56	0.0339062
45	61	54	37	-2.24	0.0344643
45	61	37	53	1.89	0.035291
45	61	53	36	-1.65	0.0360606
44	60	43	59	89.83	0.0301113
44	60	59	42	-62	0.0301613
44	60	42	58	38.45	0.0302601
44	60	58	41	-28.27	0.0303537
44	60	41	57	19.75	0.0305063
44	60	57	40	-15.22	0.030657
44	60	40	56	11.09	0.0309017
44	60	56	39	-8.75	0.0311429
44	60	39	55	6.24	0.0316026
44	60	55	38	-5.11	0.0319569
44	60	38	54	4.07	0.032457
44	60	54	37	-3.48	0.0328736
44	60	37	53	2.9	0.0334483
44	60	53	36	-2.48	0.0340323
44	60	36	52	2.18	0.0345872
44	60	52	35	-1.96	0.035102
43	59	42	58	92.43	0.0301082
43	59	58	41	-63.79	0.0301568
43	59	41	57	39.75	0.0302516
43	59	57	40	-29.29	0.0303414
43	59	40	56	20.06	0.0304985
43	59	56	39	-15.35	0.0306515
43	59	39	55	11.5	0.0308696
43	59	55	38	-9.22	0.0310846
43	59	38	54	6.52	0.0315337
43	59	54	37	-5.46	0.0318315
43	59	37	53	4.43	0.0322573
43	59	53	36	-3.73	0.032681
43	59	36	52	3.21	0.0331153
43	59	52	35	-2.86	0.0334965
43	59	35	51	2.5	0.034
43	59	51	34	-2.35	0.0342553
42	58	41	57	94.33	0.030106
42	58	57	40	-65.11	0.0301536
42	58	40	56	39.32	0.0302543
42	58	56	39	-28.73	0.0303481
42	58	39	55	20.7	0.0304831
42	58	55	38	-16.14	0.0306196
42	58	38	54	11.87	0.0308425
42	58	54	37	-9.7	0.0310309
42	58	37	53	6.91	0.0314472
42	58	53	36	-5.67	0.0317637
42	58	36	52	4.78	0.0320921
42	58	52	35	-4.18	0.0323923
42	58	35	51	3.58	0.0327933
42	58	51	34	-3.35	0.0329851
42	58	34	50	3.12	0.0332051
42	58	50	33	-2.84	0.0335211
41	57	40	56	92.76	0.0301078
41	57	56	39	-62.71	0.0301595
41	57	39	55	42.4	0.0302358
41	57	55	38	-31.85	0.030314
41	57	38	54	21.64	0.0304621
41	57	54	37	-17.09	0.0305851
41	57	37	53	12.8	0.0307813
41	57	53	36	-10.19	0.0309814
41	57	36	52	7.43	0.0313459
41	57	52	35	-6.36	0.0315723
41	57	35	51	5.3	0.0318868
41	57	51	34	-4.9	0.0320408
41	57	34	50	4.51	0.0322173
41	57	50	33	-4.08	0.032451
41	57	33	49	3.91	0.0325575
40	56	39	55	94.37	0.030106
40	56	55	38	-64.38	0.0301553
40	56	38	54	42.21	0.0302369
40	56	54	37	-31.3	0.0303195
40	56	37	53	22.79	0.0304388
40	56	53	36	-17.29	0.0305784
40	56	36	52	13.68	0.030731
40	56	52	35	-11.41	0.0308764
40	56	35	51	8.23	0.0312151
40	56	51	34	-7.5	0.0313333
40	56	34	50	6.81	0.0314684
40	56	50	33	-6.12	0.031634
40	56	33	49	5.82	0.0317182
39	55	38	54	111.3	0.0300898
39	55	54	37	-77.8	0.0301285
39	55	37	53	48.69	0.0302054
39	55	53	36	-34.86	0.0302869
39	55	36	52	25.54	0.0303915
39	55	52	35	-20.63	0.0304847
39	55	35	51	15.26	0.0306553
39	55	51	34	-13.99	0.0307148
39	55	34	50	11.02	0.0309074
39	55	50	33	-9.79	0.0310215
39	55	33	49	9.18	0.0310893
38	54	37	53	119.35	0.0300838
38	54	53	36	-78.62	0.0301272
38	54	36	52	50.67	0.0301974
38	54	52	35	-38.94	0.0302568
38	54	35	51	27.04	0.0303698
38	54	51	34	-23.71	0.0304218
38	54	34	50	20.35	0.0304914
38	54	50	33	-17.87	0.0305596
38	54	33	49	14.58	0.0306859
37	53	36	52	120.01	0.0300833
37	53	52	35	-86.94	0.030115
37	53	35	51	50.25	0.030199
37	53	51	34	-42.72	0.0302341
37	53	34	50	34.91	0.0302865
37	53	50	33	-30.21	0.030331
37	53	33	49	27.17	0.0303681
34	50	33	49	290.34	0.0300344
64	80	63	79	45.49	0.0302198
64	80	79	62	-28.74	0.0303479
64	80	62	78	18.49	0.0305408
64	80	78	61	-12.91	0.0307746
64	80	61	77	8.99	0.0311123
64	80	77	60	-6.58	0.0315198
64	80	60	76	5.08	0.0319685
64	80	76	59	-3.81	0.0326247
64	80	59	75	2.98	0.0333557
64	80	75	58	-2.26	0.0344248
64	80	58	74	1.79	0.0355866
64	80	74	57	-1.35	0.0374074
64	80	57	73	1.22	0.0381967
64	80	73	56	-0.93	0.0407527
64	80	56	72	0.92	0.0408696
64	80	72	55	-0.73	0.0436986
63	79	62	78	77.79	0.0301286
63	79	78	61	-57.65	0.0301735
63	79	61	77	29.28	0.0303415
63	79	77	60	-22.27	0.030449
63	79	60	76	14.67	0.0306817
63	79	76	59	-11.4	0.0308772
63	79	59	75	8.02	0.0312469
63	79	75	58	-6.31	0.0315848
63	79	58	74	3.76	0.0326596
63	79	74	57	-2.9	0.0334483
63	79	57	73	2.38	0.0342017
63	79	73	56	-1.84	0.0354348
63	79	56	72	1.71	0.035848
63	79	72	55	-1.39	0.0371942
63	79	55	71	1.36	0.0373529
63	79	71	54	-1.16	0.0386207
62	78	61	77	78.09	0.0301281
62	78	77	60	-56.21	0.0301779
62	78	60	76	32.45	0.0303082
62	78	76	59	-24.34	0.0304108
62	78	59	75	16.19	0.0306177
62	78	75	58	-12.42	0.0308052
62	78	58	74	8.01	0.0312484
62	78	74	57	-6.03	0.0316584
62	78	57	73	4.31	0.0323202
62	78	73	56	-3.24	0.0330864
62	78	56	72	2.97	0.033367
62	78	72	55	-2.37	0.0342194
62	78	55	71	2.31	0.034329
62	78	71	54	-1.93	0.0351813
62	78	54	70	1.77	0.0356497
62	78	70	53	-1.53	0.0365359
61	77	60	76	86.89	0.0301151
61	77	76	59	-63.18	0.0301583
61	77	59	75	34.74	0.0302879
61	77	75	58	-26.11	0.030383
61	77	58	74	15.17	0.0306592
61	77	74	57	-11.19	0.0308937
61	77	57	73	8.5	0.0311765
61	77	73	56	-6.26	0.0315974
61	77	56	72	5.03	0.0319881
61	77	72	55	-3.96	0.0325253
61	77	55	71	3.82	0.0326178
61	77	71	54	-3.16	0.0331646
61	77	54	70	2.88	0.0334722
61	77	70	53	-2.49	0.0340161
61	77	53	69	2.14	0.0346729
61	77	69	52	-1.91	0.0352356
60	76	59	75	86.61	0.0301155
60	76	75	58	-62.89	0.030159
60	76	58	74	29.79	0.0303357
60	76	74	57	-21.13	0.0304733
60	76	57	73	14.99	0.0306671
60	76	73	56	-10.67	0.0309372
60	76	56	72	9.2	0.031087
60	76	72	55	-7.09	0.0314104
60	76	55	71	6.07	0.0316474
60	76	71	54	-4.95	0.0320202
60	76	54	70	4.46	0.0322422
60	76	70	53	-3.83	0.032611
60	76	53	69	3.26	0.0330675
60	76	69	52	-2.9	0.0334483
60	76	52	68	2.52	0.0339683
60	76	68	51	-2.24	0.0344643
59	75	58	74	72.71	0.0301375
59	75	74	57	-48.35	0.0302068
59	75	57	73	29.23	0.0303421
59	75	73	56	-19.7	0.0305076
59	75	56	72	16.14	0.0306196
59	75	72	55	-12.1	0.0308264
59	75	55	71	11.35	0.0308811
59	75	71	54	-9.07	0.0311025
59	75	54	70	7.29	0.0313717
59	75	70	53	-6.17	0.0316207
59	75	53	69	5.2	0.0319231
59	75	69	52	-4.59	0.0321786
59	75	52	68	3.95	0.0325316
59	75	68	51	-3.5	0.0328571
59	75	51	67	3.02	0.0333113
59	75	67	50	-2.84	0.0335211
58	74	57	73	68.28	0.0301465
58	74	73	56	-41.93	0.0302385
58	74	56	72	30.79	0.0303248
58	74	72	55	-22.35	0.0304474
58	74	55	71	20.33	0.0304919
58	74	71	54	-15.8	0.0306329
58	74	54	70	13.79	0.0307252
58	74	70	53	-11.54	0.0308666
58	74	53	69	8.5	0.0311765
58	74	69	52	-7.46	0.0313405
58	74	52	68	6.33	0.0315798
58	74	68	51	-5.58	0.0317921
58	74	51	67	4.75	0.0321053
58	74	67	50	-4.48	0.0322321
58	74	50	66	4.05	0.0324691
58	74	66	49	-3.84	0.0326042
57	73	56	72	58.22	0.0301718
57	73	72	55	-37.54	0.0302664
57	73	55	71	34.28	0.0302917
57	73	71	54	-23.77	0.0304207
57	73	54	70	20.92	0.030478
57	73	70	53	-16.42	0.030609
57	73	53	69	13.7	0.0307299
57	73	69	52	-11.56	0.0308651
57	73	52	68	8.77	0.0311403
57	73	68	51	-7.45	0.0313423
57	73	51	67	6.4	0.0315625
57	73	67	50	-5.92	0.0316892
57	73	50	66	5.4	0.0318519
57	73	66	49	-5.08	0.0319685
57	73	49	65	4.89	0.032045
56	72	55	71	58.58	0.0301707
56	72	71	54	-36.12	0.0302769
56	72	54	70	31.72	0.0303153
56	72	70	53	-22.97	0.0304354
56	72	53	69	19.45	0.0305141
56	72	69	52	-15.56	0.0306427
56	72	52	68	13.51	0.0307402
56	72	68	51	-10.91	0.0309166
56	72	51	67	8.64	0.0311574
56	72	67	50	-7.79	0.0312837
56	72	50	66	7.2	0.0313889
56	72	66	49	-6.68	0.031497
56	72	49	65	6.48	0.0315432
55	71	54	70	68.67	0.0301456
55	71	70	53	-39.4	0.0302538
55	71	53	69	32.76	0.0303053
55	71	69	52	-23.15	0.030432
55	71	52	68	20.41	0.03049
55	71	68	51	-14.96	0.0306684
55	71	51	67	13.25	0.0307547
55	71	67	50	-11.46	0.0308726
55	71	50	66	9.22	0.0310846
55	71	66	49	-8.35	0.0311976
55	71	49	65	8.17	0.031224
54	70	53	69	89.08	0.0301123
54	70	69	52	-60.82	0.0301644
54	70	52	68	39.12	0.0302556
54	70	68	51	-26.83	0.0303727
54	70	51	67	21.13	0.0304733
54	70	67	50	-17.67	0.0305659
54	70	50	66	15.66	0.0306386
54	70	66	49	-13.89	0.0307199
54	70	49	65	11.79	0.0308482
53	69	52	68	112.18	0.0300891
53	69	68	51	-74.94	0.0301334
53	69	51	67	43.09	0.0302321
53	69	67	50	-35.24	0.0302838
53	69	50	66	27.37	0.0303654
53	69	66	49	-23.88	0.0304188
53	69	49	65	21.7	0.0304608
52	68	51	67	105.87	0.0300945
52	68	67	50	-83.64	0.0301196
52	68	50	66	52.21	0.0301915
52	68	66	49	-44.74	0.0302235
52	68	49	65	38.14	0.0302622
80	96	79	95	38.34	0.0302608
80	96	95	78	-28.34	0.0303529
80	96	78	94	15.38	0.0306502
80	96	94	77	-11.65	0.0308584
80	96	77	93	7.32	0.0313661
80	96	93	76	-5.89	0.0316978
80	96	76	92	4	0.0325
80	96	92	75	-3.24	0.0330864
80	96	75	91	2.28	0.034386
80	96	91	74	-1.77	0.0356497
80	96	74	90	1.21	0.0382645
80	96	90	73	-1.03	0.0397087
80	96	73	89	0.64	0.045625
80	96	89	72	-0.56	0.0478571
80	96	72	88	0.24	0.0716667
80	96	88	71	-0.21	0.077619
79	95	78	94	84.1	0.0301189
79	95	94	77	-55.53	0.0301801
79	95	77	93	29.66	0.0303372
79	95	93	76	-22.14	0.0304517
79	95	76	92	14.04	0.0307123
79	95	92	75	-10.71	0.0309337
79	95	75	91	7.26	0.0313774
79	95	91	74	-5.27	0.0318975
79	95	74	90	3.11	0.0332154
